,title,text,category
16,패밀리 맨,월스트리트 최고의 실력을 자랑하는 투자전문 벤처기업가이자  플레이보이인 잭 캠벨                니콜라스 케이지 분   그는   년 전 사랑하는 연인 케이트                티아 레오니 분 와의 약속을 뒤로 한 채 줄곧 성공만을 향해 달려온다  그리고  마침내 뉴욕 맨하탄의 펜트하우스와 꿈의 자동차 페라리       이천불짜리 최고급 양복에 그의 손길을 기다리며 항시 대기 중인 늘씬한 미녀들까지    잭 자신은 성공한 자만이 누릴 수 있는 모든 것을 가졌다고 생각한다  하얀 눈이 소담스레 내리는 크리스마스 이브  모든 사람들이 가족의 품으로 돌아가는 그날도 늦게까지 일에 빠져있던 잭은 마지막으로 회사를 나와 텅 빈 도시를 걷다가 우연  식료품가게에 들어선다  그곳에서 잭은 복권을 바꾸러 왔다가 강도로 돌변한 거리의 부랑아캐쉬를 만나 뜻밖의 상황에 처하지만 사업가적 수완을 발휘해 위기를 모면한다  그리고 그 복권이 자신의 인생을 완전  뒤바꿔 놓으리란 걸 꿈에도 모른 채  자신의 집으로 돌아간다  즐거운 캐롤에 잠이 깬 잭은 낯선 침대에 두 아이와 강아지  옛 애인 케이트에 둘러싸여 있는 자신을 보고 소스라치게 놀라 뉴욕의 집으로 돌아간다  그러나 자신의 펜트하우스와 회사에서 문전박대를 당한 잭은 자신이 가장 아끼는 차 페라리를 몰고 나타난 캐쉬를 만나 사건의 전모를 전해 듣는다  캐쉬는 잭이 케이트와 함께 하는 삶을 택했을 때의 인생을 경험하고 있는 거라며 그것을 끝내는 것은 전적으로 잭 자신이 알아서 해야한다는 수수께끼 같은 말을 남긴 채 사라진다  갈 곳이 없어진 잭은 어쩔 수 없이 뉴저지의 작은 마을에 있는 그의 가족에게 돌아간다  그곳에서 자신을 외계인으로 여기는 어린 딸의 도움으로 그럭저럭 생활에 적응해가지만  화려했던 뉴욕생활과는 너무나 동떨어진 타이어 가게의 샐러리맨이 되버린 잭  화요일의 정기 볼링모임과 아기보기  개 산책시키기 등의 가사 일을 아내와 분담하는 평범한 소시민으로서의 삶은 잭에겐 적응하기  든 나날의 연속이다  하지만 잭은   년 전보다 훨씬 매력적으로 변한 케이트를 진심으로 사랑하게 되고  그의 아이들을 통해 이전에 느껴보지 못했던 아버지로서의 사랑도 깨달아간다  그러던 어느 날  타이어가게에 들른 월스트리트의 거물 라시터의 눈에 띄게된 잭은 그의 회사중역으로 스카웃 제의를 받고  또다시 빛나는 성공과 사랑하는 가족사이에서 선택의 기로에 서게 되는데 ,melo
17,꽃피는 봄이 오면,그렇게  겨울은 길기만 했다  교향악단 연주자를 꿈꾸었던 미래는 어둡기만 하고  현실의 벽에 부딪쳐 떠나 보내야만 했던 연희는 주위를 맴돌며 아프게 하고    트럼펫 연주자 현우에게 인생은 언제나 겨울일 것만 같다  하지만  나무는 고요  봄을 기다리고 있었다  자포자기의 심정으로 강원도 도계 중학교 관악부 임시 교사로 부임하게 된 현우  낡은 악기  찢어진 악보  색바랜 트로피와 상장들이 초라한 관악부는 올해 전국대회에서 우승하지 못하면 강제 해산해야만 하고  현우는 아이들을 데리고 가망 없는 승부를 걸어야만 한다  우승을 장담할 수는 없지만 그렇다고 포기할 수는 없다  아이들의 마음 속에서 싹트고 있는 음악에 대한 열정을 현우는 외면할 수 없었다  그리고 어느새  봄은 그렇게 가까이 다가와 있었다  아이들과 대회 준비에 바쁜 나날을 보내지만 그래도 여전  옛 사랑의 그림자에 가슴 언저리가 아릿하게 저리는 현우  그런 현우의 마음을 조심스레 보듬어 주는 마을약사 수연의 배려로 현우는 아지랑이처럼 피어나는 따뜻한 봄기운을 느낀다  현우를 지치지 않고 끊임없이 바라봐 주는 사람들  그들의 사랑을 느낀 현우는 알게 된다  사랑의 싹이 마음 속에서 움트고 있음을  사랑은 아직  끝나지 않았음을  그렇게 겨울을 보낸 현우에게 어느덧 봄이  꽃피는 봄이 다가오고 있었다 ,melo
18,왓 위민 원트,닉 마샬                멜 깁슨 분 은 한 때 끝발 날리던 광고 기획자  명성과 돈  어느 하나 남 부러울 것이 없던 닉에게 어느 날 믿을 수 없는 시련이 닥쳐온다  바로 승진의 기회를 경쟁사 직원에게 빼앗겨 버린 것  그것도 남자가 아닌 여자 달시 맥과이어                헬렌 헌트 분 에게 말이다  닉과 달시는 처음 만나자마자 서로를 경계한다  닉에게 달시는 엄청난 잔소리로 남자를 달달 볶는 마녀일 뿐이며  달시는 닉이 구닥다리 사고 방식을 가진 극우 남성우월 주의자로 밖에 보이지 않는다  달시는 강력한 소비력을 가진 여성들을 위한 제품 광고를 기획할 팀을 꾸리고  이에 밀릴 수 없는 닉은 여자를 이해하기 위해 자신이  여자가 되어 보기 로 결심한다  여자들처럼 코팩을 붙이고  수분 함유 립스틱을 바르고  마스카라를 하고  스타킹을 신기도 하고  닉은 조만간 자신이 여자를 이해하고 그에 맞는 광고 기획을 할 수 있으리라는 생각에 기분이 으쓱해지는데  순간 꽈당  욕실 바닥에 넘어져 정신을 잃고 만다  다음 날 아침  어제의 낙상 사고로 여느 때보다 늦게 출근하게 된 닉은 이상한 환청에 시달리게 된다  주위 여자들은 분명 입을 다물고 있는데  닉에게는 그녀들의 속마음이 다 들리는 것이다  어리둥절한 닉은 정신과 상담을 받고  상담 의사는 닉에게 일생의 전환을 맞게 될 사실을 깨닫게 해준다  닉은 이 특별하고 위험천만한 능력을 달시에게 써먹기로 한다  이제 닉은 달시의 모든 아이디어를 훔쳐내서 상사로부터 다시 인정을 받게 되고  급기야 닉의 이런 능력을 꿈에도 모르는 달시는 그의 조작된 매력에 빠져들고 만다  그리고 어느 틈 엔가 닉도 달시를 사랑하게 되는데    그러나 회사에선 닉의 능력을 높이 평가해 달시를 해고하기로 결정한다  양심의 가책을 느끼는 닉  그는 과연 이 난관을 어떻게 헤쳐나갈 것인가 ,melo
19,세상의 중심에서 사랑을 외치다,결혼을 앞두고 있는 리츠코  시바사키 코우 는 어느날 이삿짐 속에서 오래된 카세트 테이프 하나를 발견하고는 약혼자인 사쿠타로 오사와 다카오 에게 짧은 편지 한 장만을 남겨두고 사라져버린다  리츠코의 행선지가  시코쿠 라는 것을 알고 그녀의 뒤를 쫓는 사쿠타로  하지만 그곳은 사쿠타로의 고향이자  첫사랑 아키와의 추억이 잠들어있는 곳이다      년 고등학교  학년 여름  동급생인 사쿠 고등학교 때의 사쿠타로  모리야마 미라이 는 얼굴도 예쁘고  우등생에 스포츠까지 만능이자 모든 남학생들이 동경하던 아키 나가사와 마사미 와 하교 길에 마주친다  천연덕스럽게 사쿠의 스쿠터에 올라탄 아키는 이후 사쿠와 함께 라디오 심야방송에 응모엽서를 보내고  워크맨으로 음성편지를 주고받는 등 투명한 사랑을 키워나간다  하지만 단둘이 처음으로 무인도에서 여행을 마치고 집으로 돌아오던 날 갑자기 아키가 쓰러진다  병원에 입원한 아키는 그녀 특유의 밝음을 잃지 않고  사쿠는 그런 그녀의 곁에서 애정을 듬뿍 쏟아주지만  아키가 처한 현실과 직면하게 된 사쿠는 자신이 할 수 있는 일이 아무것도 없음을 깨닫고 큰 슬픔에 빠진다  점점 약해져만 가는 아키를 위해 사쿠는 아키가 늘 꿈꾸어 오던 세상의 중심이라 불리는 호주의 울룰루 에어즈 락 에 그녀를 데려가기로 마음 먹고 병원을 몰래 빠져 나오지만  태풍에 발이 묶여 비행기를 타지도 못한 채 아키는 공항 로비에서 쓰러진다  리츠코를 찾으러 떠났지만 어느덧 자신의 추억 속에 빠져들어 기억 속에서 살아 숨쉬는 아키를 만난 성인 사쿠타로와 자신의 기억을 더듬어 과거를 쫓고있던 리츠코  마침내 두 사람은 추억 저편 한구석에 숨겨져 있던 진실과 마주하게 된다  그리고 이제 그 곳에서 오래전 전달되지 못했던 아키의 마지막 음성편지가 십여 년이 넘는 시간을 지나 사쿠타로에게 도착하는데   ,melo
20,꽃다발 같은 사랑을 했다, 시작은 막차였다  집으로 가는 막차를 놓친 스물한 살 대학생  무기 와  키누 는 첫차를 기다리며 함께 시간을 보내게 된다  좋아하는 책부터 영화  신고 있는 신발까지 모든 게 꼭 닮은 두 사람은 수줍은 고백과 함께 연애를 시작하고 매일매일 행복한 시간을 쌓아간다    내 인생의 목표는 너와의 현상 유지야   하지만 대학 졸업과 함께 취업 준비에 나선 두 사람은 점점 서로에게 소원해지고 꿈과 현실 사이의 거리 만큼 마음의 거리도 멀어지기 시작하는데   ,melo
21,헤어지기 전 우리가 해야 할 10가지,혼자 외롭게  명의 아이를 키우는 용감한 싱글맘 아비가일  여자와  개월 이상 사귄 적도 없는 싱글남 벤자민   첫 만남에서 강렬하게 끌린 두 사람은 급속  사랑에 빠져들고  임신이라는 급작스러운 결과물과 마주하게 된다  하지만 이미 엄마의 삶을 살고 있는 아비가일과 싱글남 벤자민은 서로의 상황에 불편함을 느끼며  결국 둘은 평소 얘기하던 이별의 버킷 리스트를 열기 시작하는데   ,melo
22,다시 사랑할 수 있을까?,맨하탄의 잘 나가는 변호사 루이스 멕 라이언 는 출장에서 돌아오는 남편 이안 티모시 휴튼 과 로맨틱한 주말을 보내기 위해 그들만의 별장으로 떠난다  이안이 돌아오기 전에 미리 도착하여 그를 기다리려고 했으나 이안 또한 하루 먼저 도착해 로맨틱한 분위기를 연출하기 위해 꽃 장식을 하며 들떠있다  하지만 아내 루이스는 자신을 위한 것이 아닌 새 여자친구인 사라 크리스틴 벨 를 위해서 이며 자신에겐 다음날 이별 편지를 남기고 떠나려고 했다는 사실을 알게 된다    년 결혼생활이 파경을 맞이하려는 순간  루이스는 이안이 떠나지 못하도록 기절시키고 온 몸을 포장용 테이프로 묶어 감금하기에 이른다  때마침 찾아온 사라를 잘 설득하여 돌려보낸 루이스는 유능한 변호사답게 이안의 마음을 돌려보려고 대화를 시도하지만 떠나려는 이안의 마음이 변하지 않자 어쩔 수 없이 변기 위에 묶어 두고 루이스 혼자 저녁 식사 준비를 위하여 외출한다  꼼짝도 못하는 남편은 우연  집 앞을 지나가던 잔디 깎는 청년 저스틴 롱 에게 도움을 요청한다  낯선 청년은 변기 위에 묶여 있는 남자 꼴을 보고 도와주기는커녕 도둑으로 돌변하는데 ,melo
23,서유기 - 월광보합(광둥어 더빙),손오공은 당삼장과 서결을 구하러 가지않고 사부인 담삼장을 먹으면 불로장수한다는 말에 흑해 우마왕과 결탁하여 당삼장을 죽이려한다  이에 관세음이 소멸시키나 당삼장이 자신의 목숨을 바치면서 손오공의 환생을 간청하자 관세음은 손오공을 인간으로 환생시키기로 약속한다  그로부터    년 후  손오공은 오악산의 산적무리들의 우두머리인 지존보로 태어난다  그러던 어느날  춘삼십장과 백정정이란 탁월한 무협능력을 갖춘 두 요괴가 나타나서 지존보에게 발바닥에 점이 세개 있는 사람을 찾으라고 협박한다  이들은 당삼장을 먹으면 불로장수한다는 사실에 당삼장이 다시 환생한다는 소식을 듣고 분명  손오공과 만날 것이라고 판단하여 이미 환생한 손오공을 찾기 위해 온 것이었다  그리고 얼마 후엔 우마왕까지 합세하여 요괴인간들간의 결전이 벌어진다  이 와중에 지존보는 백정정과 사랑을 나누고 부도목인 이당가와 춘삼십낭 사이에 당삼장이 태어나게 된다  당삼장을 만나서야 비로소 자신이 손오공이라는 사실을 알게 되는 지존보  월광보합을 찾은 손오공은 달빛을 향해 주문을 수차례 외친다  마침내 시간을 거슬러 올라가    년 전의 세상으로 간 손오공  제일 먼저 반사대사를 만나게 된다 ,melo
24,말할 수 없는 비밀(리마스터링),나는 너를 사랑해 너도 나를 사랑하니  예술학교로 전학 온 상륜 주걸륜 은 아버지의 영향을 받아 피아노에 천부적인 소질을 보인다  학교를 둘러보던 중  신비스러운 피아노 연주가 흘러나오는 옛 음악실을 발견하게 되고  그곳에서 샤오위 계륜미 를 만난다  그들은 아름다운 피아노 선율처럼 즐거운 시간을 보내고  둘 사이에는 애틋한 마음이 싹튼다  그러나 상륜이 샤오위를 더 알고 싶어할 때마다 그녀는 비밀이라고 일관하며 의미심장한 미소만 짓는다  그러던 어느 날  샤오위는 상륜이 같은 반 여학생 칭요와 뽀뽀하는 모습을 보게 되고  그의 곁에서 사라지는데 ,melo
25,시시콜콜한 이야기,감독지망생 도환은 지난 연애로 고통받고 있는데  프리랜서 모임에 나갔다가 이상하게 매력적인 은하를 알게 된다  그녀의 도움으로 그는 지난 연애의 문제점을 알게 되고  그의 시나리오 또한 해결책을 찾게 된다  은하와 도환은 전화와 문자로 계속 가까워진다  도환이 그녀에게 호감을 갖게 되지만  그는 또 다시 상처받을까 두렵다    제  회 미쟝센 단편영화제 ,melo
26,냉정과 열정 사이,피렌체에서 유화 복원사 과정을 수련중인 쥰세이는 오래전 헤어진 연인 아오이의 소식을 듣게 된다  조반나 선생님의 추천으로 모두의 관심과 부러움 속에 치골리의 작품 복원을 맡게 되지만 아오이를 만나기 위해 밀라노로 향하는 쥰세이  그러나 그녀 곁엔 이미 새로운 연인이 있었고  냉정하게 변해버린 그녀의 마음만을 확인한 채 쥰세이는 다시 피렌체로 돌아온다  그리고 자신이 작업 중이던 치골리의 작품이 처참하게 훼손된 채 발견되는 사건이 발생하고 쥰세이는 일본으로 향한다  아오이와의 추억이 가득한 그곳으로    일본으로 돌아와 자신이 몰랐던 아오이에 대한 비밀과 오해를 풀게 된 쥰세이는 그녀의 행복을 비는 마지막 편지를 아오이에게 전하며 오래 전 두 사람의 약속을 떠올린다  피렌체 두오모 성당  연인들의 성지로 영원한 사랑을 약속한다는 그곳에 그녀의 서른 살 생일에 함께 가기로 했던 쥰세이와 아오이는 약속을 지키기도 전에 헤어졌던 것이다  영원할 것 같았던 추억이 작별을 고할 무렵  조반나 선생님의 갑작스런 자살 소식에 쥰세이는 피렌체로 오게 되는데  ,melo
27,내가 처음으로 사랑한 소녀,  년 내내 여학교를 다니며 학생대표를 해오던 윙 담선언   그리고 그녀의 유일한 친구 실비아 양시영   두 사람은 어느 순간 친구 이상의 감정을 느끼고 특별한 시간들을 보내며 미래를 약속하지만  곱지 않은 주변의 시선과 상황들로 결국 둘은 이별을 택한다   몇 년의 시간이 흐른 어느 날  각자의 삶을 살아가던 두 사람은 한 통의 전화로 다시 만나게 되는데    평생 함께하자던 소울메이트였던 그들  그때 너도 나와 같은 마음이었을까 ,melo
28,NULL,NULL,melo
29,연을 쫓는 아이,뉴욕타임즈    주 장기 베스트 셀러를 차지하며 전 세계   개국     만 독자의 절대적 지지를 받은 할레드 호세이니의 동명 소설을 영화화한 작품  아미르와 핫산이라는 두 소년의 지울 수 없는 깊은 우정에 관한 이야기  유복한 집에서 태어난 아미르와 하인의 아들 하산  이 둘은 신분을 떠나 어릴 때부터 절친한 친구로 지낸다  그리고 아미르가   살 되던 겨울  연 싸움대회에서 우승해 아버지에게 인정을 받고 싶었던 아미르는 핫산의 도움으로 우승을 하게 되고  핫산은  네가 원하면 천 번이라도 연을 찾아올 수 있다 며 잘린 연을 쫓아 거리로 뛰어나간다  하지만 행복했던 이날  두 소년에게 평생 잊을 수 없는 비극적 사건이 발생하는데 ,melo
30,너의 이름은.,꿈 속에서 몸이 뒤바뀐 도시 소년  타키 와 시골 소녀  미츠하   만난 적 없는 두 사람이 만들어가는 기적과 사랑에 관한 이야기  너의 이름은    잊고 싶지 않은 사람 잊으면 안 되는 사람 너의 이름은 ,melo
31,NULL,NULL,melo
32,NULL,NULL,melo
33,NULL,NULL,melo
34,NULL,NULL,melo
35,티파니에서 아침을,소매가 치렁한 이브닝 드레스  얼굴을 반이나 가린 검은 안경  그녀는 티파니 보석상을 활보하며 흥미로운 눈빛으로 보석을 바라본다  한 손에 빵을 들고  우아한 몸짓으로 새벽거리를 리드미컬하게 걸어가는 그녀의 이름은 홀리                  오드리 헵번 분   사실 그녀는 택사스 농부의 아내로 어떻게 그녀가 맨하탄에 정착했는지 알 수 없다  가난한 작가인 폴              죠지 페파드 분 은 홀리의 이웃으로 같은 아파트에 살고 있다  그는 부자인 여인의 후원을 받으며 곤욕스러운 애인 노릇을 하던 중  귀엽고 매력적인 홀리에게 점차 호감을 갖게 된다  마음에도 없는 중년 남자가 귀찮게 군다며 한밤 중에 폴의 침대 속으로 들어가 아무렇지도 않게 그의 팔에 안겨 잠드는 그녀의 모습에서  길잃은 고양이를 귀여워하고 무료함을 이기지 못해 아파트 비상 계단에서 기타를 치며             를 흥얼거리는 모습에서  폴은 홀리를 더욱 사랑하게 된다 ,melo
36,NULL,NULL,melo
37,"오늘 밤, 세계에서 이 사랑이 사라진다 해도", 카미야 토루에 대해 잊지 말 것   자고 일어나면 전날의 기억을 잃는  선행성 기억상실증 에 걸린 소녀  마오리    내일의 마오리도 내가 즐겁게 해줄 거야   누구에게도 기억되지 않는 무색무취의 평범한 소년  토루   매일 밤 사랑이 사라지는 세계  그럼에도 불구하고  다음 날 서로를 향한 애틋한 고백을 반복하는 두 소년  소녀의 가장 슬픈 청춘담,melo
38,NULL,NULL,melo
39,NULL,NULL,melo
40,"오늘 밤, 세계에서 이 사랑이 사라진다 해도", 카미야 토루에 대해 잊지 말 것   자고 일어나면 전날의 기억을 잃는  선행성 기억상실증 에 걸린 소녀  마오리    내일의 마오리도 내가 즐겁게 해줄 거야   누구에게도 기억되지 않는 무색무취의 평범한 소년  토루   매일 밤 사랑이 사라지는 세계  그럼에도 불구하고  다음 날 서로를 향한 애틋한 고백을 반복하는 두 소년  소녀의 가장 슬픈 청춘담,melo
